MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
SATFB8513,2023-11-18,23:00:00,Eng League 1 [ED2],Stevenage,Lincoln City,True,10.50,1.97,1.74,0.61,0.39,0.20,High,$
SUNFB8542,2023-11-19,01:30:00,Spanish Division 2 [SF2],Amorebieta,Tenerife,True,9.50,1.89,1.81,0.36,0.64,0.19,Low,$
TUEFB8524,2023-11-21,04:00:00,Spanish Division 2 [SF2],Levante,Santander,True,9.50,2.12,1.64,0.57,0.43,0.19,High,$
SUNFB8522,2023-11-19,23:15:00,Spanish Division 2 [SF2],Oviedo,Eibar,True,8.50,1.87,1.83,0.59,0.41,0.12,High,
SUNFB8518,2023-11-19,04:00:00,Spanish Division 2 [SF2],Espanyol,CF Elche,True,10.50,2.13,1.63,0.38,0.62,0.02,Low,
SUNFB8519,2023-11-19,01:30:00,Spanish Division 2 [SF2],Zaragoza,Huesca,True,9.50,2.04,1.69,0.41,0.59,0.00,Low,
SATFB8512,2023-11-18,23:00:00,Eng League 1 [ED2],Blackpool,Shrewsbury,True,9.50,1.82,1.88,0.47,0.53,,,
SATFB8517,2023-11-18,23:15:00,Spanish Division 2 [SF2],Alcorcon,Gijon,True,9.50,2.04,1.69,0.49,0.51,,,
SUNFB8521,2023-11-19,21:00:00,Spanish Division 2 [SF2],Racing de Ferrol,Burgos,True,8.50,1.77,1.93,0.51,0.49,,,
SUNFB8520,2023-11-19,23:15:00,Spanish Division 2 [SF2],CD Eldense,Mirandes,True,9.50,2.22,1.58,0.40,0.60,,,
MONFB8523,2023-11-20,01:30:00,Spanish Division 2 [SF2],Cartagena,Albacete,True,8.50,1.84,1.86,0.53,0.47,,,
