MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
WED37,2022-03-03,04:00:00,Spanish Division 1 [SFL],Mallorca,Real Sociedad,True,8.50,1.95,1.75,0.59,0.41,0.15,High,$
WED37,2022-03-03,04:00:00,Spanish Division 1 [SFL],Mallorca,Real Sociedad,False,9.50,2.55,1.45,0.46,0.54,0.12,High,
WED37,2022-03-03,04:00:00,Spanish Division 1 [SFL],Mallorca,Real Sociedad,False,11.50,4.55,1.15,0.25,0.75,0.04,High,
TUE16,2022-03-02,03:45:00,Eng Premier [EPL],Burnley,Leicester,True,11.50,2.10,1.65,0.40,0.60,,,
TUE16,2022-03-02,03:45:00,Eng Premier [EPL],Burnley,Leicester,False,14.50,4.30,1.17,0.15,0.85,,,
TUE16,2022-03-02,03:45:00,Eng Premier [EPL],Burnley,Leicester,False,12.50,2.68,1.41,0.30,0.70,,,
