MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
FRI15,2021-11-20,03:30:00,German Division 1 [GSL],Augsburg,Bayern Munich,False,13.50,4.55,1.15,0.07,0.93,0.46,Low,
SUN41,2021-11-21,23:15:00,Spanish Division 1 [SFL],CF Granada,Real Madrid,False,13.50,5.55,1.10,0.05,0.95,0.42,Low,
FRI15,2021-11-20,03:30:00,German Division 1 [GSL],Augsburg,Bayern Munich,False,11.50,2.70,1.40,0.17,0.83,0.41,Low,
SUN41,2021-11-21,23:15:00,Spanish Division 1 [SFL],CF Granada,Real Madrid,False,10.50,2.48,1.47,0.20,0.80,0.36,Low,
FRI15,2021-11-20,03:30:00,German Division 1 [GSL],Augsburg,Bayern Munich,True,10.50,2.15,1.62,0.25,0.75,0.36,Low,$$$
SAT17,2021-11-20,20:30:00,Eng Premier [EPL],Leicester,Chelsea,False,14.50,4.75,1.14,0.08,0.92,0.35,Low,
SUN41,2021-11-21,23:15:00,Spanish Division 1 [SFL],CF Granada,Real Madrid,True,9.50,1.92,1.78,0.29,0.71,0.33,Low,$$$
SUN30,2021-11-21,22:00:00,Eng Premier [EPL],Manchester City,Everton,False,14.50,4.40,1.16,0.09,0.91,0.33,Low,
SUN30,2021-11-21,22:00:00,Eng Premier [EPL],Manchester City,Everton,False,12.50,2.75,1.39,0.19,0.81,0.31,Low,
SUN30,2021-11-21,22:00:00,Eng Premier [EPL],Manchester City,Everton,True,11.50,2.15,1.62,0.27,0.73,0.30,Low,$$$
SAT17,2021-11-20,20:30:00,Eng Premier [EPL],Leicester,Chelsea,False,11.50,2.25,1.57,0.26,0.74,0.30,Low,
SAT62,2021-11-20,23:15:00,Spanish Division 1 [SFL],Sevilla,Alaves,True,8.50,1.73,1.98,0.70,0.30,0.29,High,$$
SAT17,2021-11-20,20:30:00,Eng Premier [EPL],Leicester,Chelsea,True,10.50,1.80,1.90,0.35,0.65,0.27,Low,$$
SAT62,2021-11-20,23:15:00,Spanish Division 1 [SFL],Sevilla,Alaves,False,9.50,2.20,1.59,0.59,0.41,0.26,High,
SAT74,2021-11-21,01:30:00,German Division 1 [GSL],Union Berlin,Hertha Berlin,False,12.50,4.40,1.16,0.10,0.90,0.24,Low,
SAT74,2021-11-21,01:30:00,German Division 1 [GSL],Union Berlin,Hertha Berlin,False,10.50,2.65,1.42,0.23,0.77,0.21,Low,
FRI19,2021-11-20,04:00:00,French Division 1 [FFL],Monaco,Lille,False,10.50,2.55,1.45,0.25,0.75,0.20,Low,
SAT74,2021-11-21,01:30:00,German Division 1 [GSL],Union Berlin,Hertha Berlin,True,9.50,2.05,1.68,0.33,0.67,0.20,Low,$
FRI17,2021-11-20,03:45:00,Eng Championship [ED1],QPR,Luton,False,13.50,4.05,1.19,0.13,0.87,0.19,Low,
MON10,2021-11-23,03:45:00,Italian Division 1 [ISA],AC Torino,Udinese,True,9.50,2.00,1.72,0.60,0.40,0.19,High,$
SUN22,2021-11-21,20:30:00,German Division 2 [GD2],Heidenheim,Holstein Kiel,True,10.50,1.95,1.75,0.60,0.40,0.19,High,$
SUN23,2021-11-21,20:30:00,German Division 2 [GD2],Dresden,Dusseldorf,False,13.50,4.75,1.14,0.10,0.90,0.19,Low,
SUN23,2021-11-21,20:30:00,German Division 2 [GD2],Dresden,Dusseldorf,False,10.50,2.15,1.62,0.31,0.69,0.18,Low,
FRI19,2021-11-20,04:00:00,French Division 1 [FFL],Monaco,Lille,True,9.50,2.00,1.72,0.35,0.65,0.17,Low,$
FRI17,2021-11-20,03:45:00,Eng Championship [ED1],QPR,Luton,False,11.50,2.48,1.47,0.27,0.73,0.17,Low,
