MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
SUN52,2022-03-14,00:30:00,German Division 1 [GSL],Dortmund,Bielefeld,False,13.50,4.25,1.17,0.07,0.93,0.53,Low,
SUN35,2022-03-13,22:00:00,French Division 1 [FFL],Angers SCO,Reims,False,12.50,4.25,1.17,0.07,0.93,0.50,Low,
SAT30,2022-03-12,22:00:00,Italian Division 1 [ISA],Spezia,Cagliari,False,13.50,5.30,1.11,0.05,0.95,0.45,Low,
SUN52,2022-03-14,00:30:00,German Division 1 [GSL],Dortmund,Bielefeld,False,11.50,2.60,1.43,0.17,0.83,0.44,Low,
SUN42,2022-03-13,23:15:00,Spanish Division 1 [SFL],Betis,Bilbao,False,13.50,4.55,1.15,0.08,0.92,0.41,Low,
SUN35,2022-03-13,22:00:00,French Division 1 [FFL],Angers SCO,Reims,False,10.50,2.55,1.45,0.19,0.81,0.40,Low,
SAT77,2022-03-13,01:30:00,German Division 1 [GSL],Monchengladbach,Hertha Berlin,False,13.50,4.25,1.17,0.09,0.91,0.38,Low,
SUN52,2022-03-14,00:30:00,German Division 1 [GSL],Dortmund,Bielefeld,True,10.50,2.07,1.67,0.25,0.75,0.38,Low,$$$
SAT30,2022-03-12,22:00:00,Italian Division 1 [ISA],Spezia,Cagliari,False,10.50,2.40,1.50,0.21,0.79,0.36,Low,
SUN42,2022-03-13,23:15:00,Spanish Division 1 [SFL],Betis,Bilbao,False,11.50,2.70,1.40,0.19,0.81,0.35,Low,
SUN35,2022-03-13,22:00:00,French Division 1 [FFL],Angers SCO,Reims,True,9.50,1.98,1.73,0.28,0.72,0.34,Low,$$$
MON16,2022-03-15,04:00:00,Eng Premier [EPL],Crystal Palace,Manchester City,False,14.50,4.55,1.15,0.09,0.91,0.31,Low,
SAT30,2022-03-12,22:00:00,Italian Division 1 [ISA],Spezia,Cagliari,True,9.50,1.90,1.80,0.31,0.69,0.31,Low,$$$
SAT77,2022-03-13,01:30:00,German Division 1 [GSL],Monchengladbach,Hertha Berlin,False,11.50,2.60,1.43,0.21,0.79,0.31,Low,
SUN42,2022-03-13,23:15:00,Spanish Division 1 [SFL],Betis,Bilbao,True,10.50,2.15,1.62,0.27,0.73,0.29,Low,$$
SAT77,2022-03-13,01:30:00,German Division 1 [GSL],Monchengladbach,Hertha Berlin,True,10.50,2.10,1.65,0.30,0.70,0.25,Low,$$
SUN62,2022-03-14,02:30:00,German Division 1 [GSL],Greuther Furth,RB Leipzig,True,9.50,1.88,1.80,0.65,0.35,0.24,High,$$
MON16,2022-03-15,04:00:00,Eng Premier [EPL],Crystal Palace,Manchester City,False,11.50,2.25,1.57,0.29,0.71,0.19,Low,
SUN62,2022-03-14,02:30:00,German Division 1 [GSL],Greuther Furth,RB Leipzig,False,10.50,2.35,1.52,0.54,0.46,0.19,High,
SUN38,2022-03-13,22:30:00,German Division 1 [GSL],Leverkusen,Cologne,False,14.50,4.90,1.13,0.10,0.90,0.17,Low,
MON16,2022-03-15,04:00:00,Eng Premier [EPL],Crystal Palace,Manchester City,True,10.50,1.80,1.90,0.40,0.60,0.16,Low,$
SAT35,2022-03-12,22:30:00,German Division 1 [GSL],Hoffenheim,Bayern Munich,False,13.50,4.25,1.17,0.12,0.88,0.16,Low,
SUN14,2022-03-13,20:00:00,French Division 1 [FFL],Paris Saint Germain,Bordeaux,True,10.50,2.15,1.62,0.55,0.45,0.15,High,$
SUN20,2022-03-13,20:30:00,German Division 2 [GD2],Karlsruher,Jahn Regensburg,True,9.50,1.80,1.90,0.62,0.38,0.15,High,$
SAT35,2022-03-12,22:30:00,German Division 1 [GSL],Hoffenheim,Bayern Munich,False,11.50,2.60,1.43,0.26,0.74,0.14,Low,
SUN50,2022-03-14,00:05:00,French Division 1 [FFL],Lyon,Rennes,False,10.50,2.40,1.50,0.29,0.71,0.13,Low,
SUN38,2022-03-13,22:30:00,German Division 1 [GSL],Leverkusen,Cologne,False,11.50,2.40,1.50,0.29,0.71,0.13,Low,
SUN29,2022-03-13,22:00:00,Eng Premier [EPL],West Ham,Aston Villa,False,14.50,4.05,1.19,0.14,0.86,0.12,Low,
SUN14,2022-03-13,20:00:00,French Division 1 [FFL],Paris Saint Germain,Bordeaux,False,11.50,2.80,1.38,0.44,0.56,0.12,High,
SUN13,2022-03-13,19:30:00,Italian Division 1 [ISA],Fiorentina,Bologna,True,9.50,1.90,1.80,0.58,0.42,0.12,High,$
SUN69,2022-03-14,04:00:00,Spanish Division 1 [SFL],Barcelona,Osasuna,False,10.50,2.70,1.40,0.25,0.75,0.12,Low,
SAT35,2022-03-12,22:30:00,German Division 1 [GSL],Hoffenheim,Bayern Munich,True,10.50,2.07,1.67,0.35,0.65,0.12,Low,$
SUN20,2022-03-13,20:30:00,German Division 2 [GD2],Karlsruher,Jahn Regensburg,False,10.50,2.25,1.57,0.51,0.49,0.11,High,
