MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
MON1,2022-04-05,00:30:00,Italian Division 1 [ISA],Verona,Genoa,False,13.50,4.90,1.13,0.08,0.92,0.28,Low,
FRI4,2022-04-02,00:30:00,German Division 2 [GD2],Ingolstadt,Aue,False,12.50,4.55,1.15,0.10,0.90,0.26,Low,
SAT98,2022-04-03,02:30:00,German Division 2 [GD2],Rostock,St. Pauli,False,13.50,4.75,1.14,0.09,0.91,0.26,Low,
FRI4,2022-04-02,00:30:00,German Division 2 [GD2],Ingolstadt,Aue,False,10.50,2.60,1.43,0.22,0.78,0.26,Low,
SAT98,2022-04-03,02:30:00,German Division 2 [GD2],Rostock,St. Pauli,False,10.50,2.15,1.62,0.29,0.71,0.23,Low,
MON1,2022-04-05,00:30:00,Italian Division 1 [ISA],Verona,Genoa,False,10.50,2.30,1.54,0.27,0.73,0.22,Low,
FRI4,2022-04-02,00:30:00,German Division 2 [GD2],Ingolstadt,Aue,True,9.50,2.05,1.68,0.32,0.68,0.21,Low,$$
MON1,2022-04-05,00:30:00,Italian Division 1 [ISA],Verona,Genoa,True,9.50,1.83,1.87,0.37,0.63,0.20,Low,$
SUN63,2022-04-04,00:30:00,Spanish Division 1 [SFL],CF Granada,Vallecano,False,12.50,4.75,1.14,0.10,0.90,0.19,Low,
SUN63,2022-04-04,00:30:00,Spanish Division 1 [SFL],CF Granada,Vallecano,False,10.50,2.78,1.38,0.22,0.78,0.19,Low,
SAT98,2022-04-03,02:30:00,German Division 2 [GD2],Rostock,St. Pauli,True,9.50,1.75,1.95,0.40,0.60,0.18,Low,$
MON8,2022-04-05,02:45:00,Italian Division 1 [ISA],AC Milan,Bologna,True,10.50,2.10,1.65,0.57,0.43,0.18,High,$
SUN63,2022-04-04,00:30:00,Spanish Division 1 [SFL],CF Granada,Vallecano,True,9.50,2.15,1.62,0.31,0.69,0.18,Low,$
SAT78,2022-04-03,00:30:00,German Division 1 [GSL],Dortmund,RB Leipzig,False,10.50,2.55,1.45,0.26,0.74,0.17,Low,
SUN32,2022-04-03,21:00:00,French Division 1 [FFL],Metz,Monaco,False,10.50,2.25,1.57,0.30,0.70,0.16,Low,
SAT23,2022-04-02,19:30:00,German Division 2 [GD2],Hamburg,Paderborn,True,10.50,1.90,1.80,0.60,0.40,0.16,High,$
MON8,2022-04-05,02:45:00,Italian Division 1 [ISA],AC Milan,Bologna,False,11.50,2.70,1.40,0.46,0.54,0.15,High,
SAT78,2022-04-03,00:30:00,German Division 1 [GSL],Dortmund,RB Leipzig,False,12.50,4.40,1.16,0.12,0.88,0.14,Low,
SUN32,2022-04-03,21:00:00,French Division 1 [FFL],Metz,Monaco,True,9.50,1.80,1.90,0.41,0.59,0.14,Low,$
SAT78,2022-04-03,00:30:00,German Division 1 [GSL],Dortmund,RB Leipzig,True,9.50,2.02,1.70,0.36,0.64,0.14,Low,$
SUN32,2022-04-03,21:00:00,French Division 1 [FFL],Metz,Monaco,False,13.50,4.90,1.13,0.10,0.90,0.13,Low,
SAT22,2022-04-02,19:30:00,German Division 2 [GD2],Darmstadt,Holstein Kiel,True,10.50,2.15,1.62,0.53,0.47,0.13,High,$
SUN22,2022-04-03,19:30:00,German Division 2 [GD2],Heidenheim,Nurnberg,True,10.50,1.95,1.75,0.58,0.42,0.13,High,$
SAT67,2022-04-02,22:15:00,Spanish Division 1 [SFL],Levante,Villarreal,True,9.50,2.00,1.72,0.56,0.44,0.13,High,$
SUN17,2022-04-03,18:30:00,Italian Division 1 [ISA],Fiorentina,Empoli,False,10.50,2.20,1.59,0.32,0.68,0.12,Low,
SAT23,2022-04-02,19:30:00,German Division 2 [GD2],Hamburg,Paderborn,False,11.50,2.35,1.52,0.50,0.50,0.12,High,
SUN45,2022-04-03,22:15:00,Spanish Division 1 [SFL],Betis,Osasuna,True,9.50,2.20,1.59,0.52,0.48,0.12,High,$
SUN17,2022-04-03,18:30:00,Italian Division 1 [ISA],Fiorentina,Empoli,False,13.50,4.75,1.14,0.11,0.89,0.12,Low,
SUN68,2022-04-04,02:45:00,Italian Division 1 [ISA],Juventus,Inter Milan,True,10.50,2.10,1.65,0.54,0.46,0.11,High,$
SAT67,2022-04-02,22:15:00,Spanish Division 1 [SFL],Levante,Villarreal,False,10.50,2.60,1.43,0.45,0.55,0.11,High,
SUN53,2022-04-04,00:00:00,Italian Division 1 [ISA],Sampdoria,Roma,True,9.50,1.78,1.92,0.61,0.39,0.11,High,$
SAT71,2022-04-02,23:00:00,French Division 1 [FFL],Nice,Rennes,False,10.50,2.40,1.50,0.30,0.70,0.11,Low,
SUN17,2022-04-03,18:30:00,Italian Division 1 [ISA],Fiorentina,Empoli,True,9.50,1.77,1.93,0.43,0.57,0.11,Low,$
SAT31,2022-04-02,21:30:00,German Division 1 [GSL],Frankfurt,Greuther Furth,True,10.50,1.92,1.78,0.57,0.43,0.10,High,$
SAT71,2022-04-02,23:00:00,French Division 1 [FFL],Nice,Rennes,True,9.50,1.90,1.80,0.40,0.60,0.10,Low,$
SUN53,2022-04-04,00:00:00,Italian Division 1 [ISA],Sampdoria,Roma,False,10.50,2.25,1.57,0.50,0.50,0.10,High,
SUN38,2022-04-03,21:30:00,German Division 1 [GSL],Augsburg,Wolfsburg,True,9.50,1.90,1.80,0.57,0.43,0.10,High,
SUN45,2022-04-03,22:15:00,Spanish Division 1 [SFL],Betis,Osasuna,False,10.50,2.88,1.36,0.41,0.59,0.10,High,
SUN68,2022-04-04,02:45:00,Italian Division 1 [ISA],Juventus,Inter Milan,False,11.50,2.70,1.40,0.43,0.57,0.09,High,
FRI3,2022-04-02,00:30:00,German Division 2 [GD2],Dresden,Schalke 04,False,11.50,2.70,1.40,0.26,0.74,0.09,Low,
SAT22,2022-04-02,19:30:00,German Division 2 [GD2],Darmstadt,Holstein Kiel,False,11.50,2.70,1.40,0.43,0.57,0.09,High,
SUN22,2022-04-03,19:30:00,German Division 2 [GD2],Heidenheim,Nurnberg,False,11.50,2.40,1.50,0.47,0.53,0.09,High,
SAT39,2022-04-02,22:00:00,Eng Premier [EPL],Brighton,Norwich,False,11.50,2.35,1.52,0.31,0.69,0.09,Low,
