MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
SAT70,2021-11-28,01:30:00,German Division 1 [GSL],Bayern Munich,Bielefeld,False,13.50,4.05,1.19,0.09,0.91,0.46,Low,
SUN33,2021-11-28,22:00:00,Eng Premier [EPL],Manchester City,West Ham,False,14.50,5.10,1.12,0.06,0.94,0.43,Low,
SUN38,2021-11-28,22:00:00,Italian Division 1 [ISA],Spezia,Bologna,False,12.50,4.15,1.18,0.09,0.91,0.43,Low,
SAT70,2021-11-28,01:30:00,German Division 1 [GSL],Bayern Munich,Bielefeld,False,11.50,2.48,1.47,0.20,0.80,0.36,Low,
FRI3,2021-11-27,01:30:00,German Division 2 [GD2],Dusseldorf,Heidenheim,False,13.50,4.15,1.18,0.10,0.90,0.35,Low,
SUN38,2021-11-28,22:00:00,Italian Division 1 [ISA],Spezia,Bologna,False,10.50,2.50,1.46,0.21,0.79,0.33,Low,
SUN33,2021-11-28,22:00:00,Eng Premier [EPL],Manchester City,West Ham,False,11.50,2.40,1.50,0.22,0.78,0.33,Low,
FRI19,2021-11-27,04:00:00,Eng Championship [ED1],West Bromwich,Nottingham Forest,True,10.50,2.02,1.70,0.66,0.34,0.32,High,$$$
SAT70,2021-11-28,01:30:00,German Division 1 [GSL],Bayern Munich,Bielefeld,True,10.50,1.95,1.75,0.29,0.71,0.32,Low,$$$
SUN38,2021-11-28,22:00:00,Italian Division 1 [ISA],Spezia,Bologna,True,9.50,1.95,1.75,0.30,0.70,0.29,Low,$$
SUN33,2021-11-28,22:00:00,Eng Premier [EPL],Manchester City,West Ham,True,10.50,1.90,1.80,0.32,0.68,0.29,Low,$$
FRI3,2021-11-27,01:30:00,German Division 2 [GD2],Dusseldorf,Heidenheim,False,11.50,2.50,1.46,0.23,0.77,0.28,Low,
FRI19,2021-11-27,04:00:00,Eng Championship [ED1],West Bromwich,Nottingham Forest,False,11.50,2.60,1.43,0.55,0.45,0.27,High,
FRI3,2021-11-27,01:30:00,German Division 2 [GD2],Dusseldorf,Heidenheim,True,10.50,2.00,1.72,0.32,0.68,0.24,Low,$$
SAT31,2021-11-27,23:00:00,Eng Premier [EPL],Liverpool,Southampton,False,14.50,4.40,1.16,0.10,0.90,0.24,Low,
SUN76,2021-11-29,04:00:00,Spanish Division 1 [SFL],Real Madrid,Sevilla,True,9.50,2.10,1.65,0.60,0.40,0.24,High,$$
SAT64,2021-11-28,01:00:00,Italian Division 1 [ISA],Juventus,Atalanta,False,11.50,2.95,1.34,0.20,0.80,0.21,Low,
FRI14,2021-11-27,03:45:00,Italian Division 1 [ISA],Cagliari,Salernitana,False,13.50,4.15,1.18,0.12,0.88,0.21,Low,
SAT64,2021-11-28,01:00:00,Italian Division 1 [ISA],Juventus,Atalanta,True,10.50,2.29,1.55,0.28,0.72,0.20,Low,$
SAT31,2021-11-27,23:00:00,Eng Premier [EPL],Liverpool,Southampton,False,12.50,2.75,1.39,0.23,0.77,0.19,Low,
SUN76,2021-11-29,04:00:00,Spanish Division 1 [SFL],Real Madrid,Sevilla,False,10.50,2.70,1.40,0.49,0.51,0.19,High,
MON8,2021-11-30,04:00:00,Spanish Division 1 [SFL],Osasuna,CF Elche,False,11.50,4.75,1.14,0.10,0.90,0.19,Low,
SAT31,2021-11-27,23:00:00,Eng Premier [EPL],Liverpool,Southampton,True,11.50,2.15,1.62,0.31,0.69,0.18,Low,$
SAT64,2021-11-28,01:00:00,Italian Division 1 [ISA],Juventus,Atalanta,False,13.50,5.10,1.12,0.09,0.91,0.18,Low,
SAT81,2021-11-28,04:00:00,French Division 1 [FFL],Nice,Metz,True,9.50,1.95,1.75,0.60,0.40,0.17,High,$
SAT27,2021-11-27,22:30:00,German Division 1 [GSL],Bochum,Freiburg,False,12.50,4.40,1.16,0.11,0.89,0.17,Low,
FRI14,2021-11-27,03:45:00,Italian Division 1 [ISA],Cagliari,Salernitana,False,11.50,2.55,1.45,0.26,0.74,0.17,Low,
SAT25,2021-11-27,22:00:00,Italian Division 1 [ISA],Sampdoria,Verona,True,10.50,2.33,1.53,0.52,0.48,0.17,High,$
FRI19,2021-11-27,04:00:00,Eng Championship [ED1],West Bromwich,Nottingham Forest,False,13.50,4.30,1.17,0.36,0.64,0.16,High,
MON8,2021-11-30,04:00:00,Spanish Division 1 [SFL],Osasuna,CF Elche,False,9.50,2.70,1.40,0.24,0.76,0.16,Low,
SAT20,2021-11-27,20:30:00,German Division 2 [GD2],Karlsruher,Hannover,True,9.50,1.75,1.95,0.64,0.36,0.15,High,$
FRI14,2021-11-27,03:45:00,Italian Division 1 [ISA],Cagliari,Salernitana,True,10.50,2.00,1.72,0.35,0.65,0.15,Low,$
MON8,2021-11-30,04:00:00,Spanish Division 1 [SFL],Osasuna,CF Elche,True,8.50,2.05,1.68,0.35,0.65,0.15,Low,$
