MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
WED35,2021-09-23,02:45:00,Italian Division 1 [ISA],AC Milan,Venezia,True,10.50,2.13,1.63,0.64,0.36,0.33,High,$$$
WED35,2021-09-23,02:45:00,Italian Division 1 [ISA],AC Milan,Venezia,False,11.50,2.75,1.39,0.55,0.45,0.29,High,
WED46,2021-09-23,03:00:00,French Division 1 [FFL],Angers SCO,Marseille,False,10.50,2.55,1.45,0.25,0.75,0.20,Low,
WED35,2021-09-23,02:45:00,Italian Division 1 [ISA],AC Milan,Venezia,False,13.50,4.55,1.15,0.37,0.63,0.19,High,
WED46,2021-09-23,03:00:00,French Division 1 [FFL],Angers SCO,Marseille,True,9.50,2.00,1.72,0.35,0.65,0.18,Low,$
WED20,2021-09-23,01:00:00,French Division 1 [FFL],Lille,Reims,False,10.50,2.70,1.40,0.24,0.76,0.17,Low,
WED46,2021-09-23,03:00:00,French Division 1 [FFL],Angers SCO,Marseille,False,12.50,4.40,1.16,0.12,0.88,0.16,Low,
WED20,2021-09-23,01:00:00,French Division 1 [FFL],Lille,Reims,True,9.50,2.10,1.65,0.33,0.67,0.16,Low,$
WED49,2021-09-23,03:00:00,French Division 1 [FFL],Lyon,Troyes,True,9.50,1.75,1.95,0.63,0.37,0.13,High,$
TUE19,2021-09-22,02:45:00,Italian Division 1 [ISA],Atalanta,Sassuolo,True,10.50,2.15,1.62,0.53,0.47,0.13,High,$
WED49,2021-09-23,03:00:00,French Division 1 [FFL],Lyon,Troyes,False,10.50,2.19,1.60,0.52,0.48,0.13,High,
WED20,2021-09-23,01:00:00,French Division 1 [FFL],Lille,Reims,False,12.50,4.75,1.14,0.11,0.89,0.12,Low,
TUE19,2021-09-22,02:45:00,Italian Division 1 [ISA],Atalanta,Sassuolo,False,11.50,2.80,1.38,0.43,0.57,0.12,High,
TUE36,2021-09-22,04:00:00,Spanish Division 1 [SFL],Levante,Celta Vigo,True,8.50,1.88,1.82,0.41,0.59,0.10,Low,
TUE36,2021-09-22,04:00:00,Spanish Division 1 [SFL],Levante,Celta Vigo,False,9.50,2.45,1.48,0.30,0.70,0.08,Low,
WED21,2021-09-23,01:00:00,French Division 1 [FFL],Monaco,St. Etienne,True,9.50,1.92,1.78,0.41,0.59,0.06,Low,
WED30,2021-09-23,01:30:00,Spanish Division 1 [SFL],Espanyol,Alaves,True,8.50,1.73,1.98,0.47,0.53,0.05,Low,
WED49,2021-09-23,03:00:00,French Division 1 [FFL],Lyon,Troyes,False,13.50,4.75,1.14,0.25,0.75,0.05,High,
TUE19,2021-09-22,02:45:00,Italian Division 1 [ISA],Atalanta,Sassuolo,False,13.50,4.55,1.15,0.26,0.74,0.05,High,
WED21,2021-09-23,01:00:00,French Division 1 [FFL],Monaco,St. Etienne,False,10.50,2.45,1.48,0.31,0.69,0.04,Low,
