MatchDay,Date,Time,LeagueJC,HomeTeamJC,AwayTeamJC,MAINLINE,CHL_LINE,CHL_H,CHL_L,prob_hi,prob_lo,kelly,bet,selected
SATFB6709,2023-10-07,21:30:00,German Division 1 [GSL],RB Leipzig,Bochum,True,9.50,1.86,1.84,0.26,0.74,0.42,Low,$$$
SATFB6675,2023-10-07,00:30:00,Italian Division 1 [ISA],Empoli,Udinese,True,9.50,1.77,1.93,0.69,0.31,0.29,High,$$
MONFB6759,2023-10-09,00:30:00,Spanish Division 1 [SFL],Celta Vigo,Getafe,True,8.50,1.78,1.92,0.36,0.64,0.25,Low,$$
SATFB6699,2023-10-07,22:00:00,Eng Premier [EPL],Manchester Utd,Brentford,True,11.50,2.12,1.64,0.31,0.69,0.21,Low,$
SATFB6710,2023-10-07,21:30:00,German Division 1 [GSL],Dortmund,Union Berlin,True,9.50,1.73,1.98,0.40,0.60,0.20,Low,$
TUEFB6814,2023-10-10,03:00:00,Eng League 1 [ED2],Burton Albion,Cambridge Utd,True,9.50,2.00,1.72,0.58,0.42,0.17,High,$
SATFB6704,2023-10-07,19:30:00,Eng Premier [EPL],Luton,Tottenham,True,11.50,2.13,1.63,0.56,0.44,0.16,High,$
SUNFB6889,2023-10-08,23:05:00,French Division 1 [FFL],Lens,Lille,True,9.50,1.88,1.82,0.38,0.62,0.16,Low,$
SATFB6676,2023-10-07,02:45:00,Italian Division 1 [ISA],Lecce,Sassuolo,True,10.50,2.17,1.61,0.54,0.46,0.15,High,$
SATFB6740,2023-10-07,23:00:00,French Division 1 [FFL],Metz,Nice,True,9.50,2.10,1.65,0.55,0.45,0.14,High,
SUNFB6717,2023-10-08,19:30:00,German Division 2 [GD2],Schalke 04,Hertha Berlin,True,10.50,2.04,1.69,0.56,0.44,0.14,High,
SUNFB6716,2023-10-08,02:30:00,German Division 2 [GD2],St. Pauli,Nurnberg,True,9.50,1.78,1.92,0.41,0.59,0.14,Low,
SUNFB6745,2023-10-08,00:00:00,Italian Division 1 [ISA],Juventus,AC Torino,True,9.50,2.17,1.61,0.53,0.47,0.13,High,
SATFB6658,2023-10-07,00:30:00,German Division 2 [GD2],Kaiserslautern,Hannover,True,10.50,2.08,1.66,0.55,0.45,0.13,High,
SATFB6707,2023-10-07,21:30:00,German Division 1 [GSL],Stuttgart,Wolfsburg,True,9.50,1.90,1.80,0.58,0.42,0.12,High,
SATFB6713,2023-10-07,19:00:00,German Division 2 [GD2],Greuther Furth,Rostock,True,10.50,1.95,1.75,0.38,0.62,0.12,Low,
SUNFB6768,2023-10-08,21:00:00,Eng Premier [EPL],Brighton,Liverpool,True,10.50,2.01,1.71,0.37,0.63,0.10,Low,
SUNFB6761,2023-10-08,21:00:00,Italian Division 1 [ISA],Frosinone,Verona,True,9.50,1.94,1.76,0.56,0.44,0.10,High,
